Dates,CO1 Comdty,QS1 Comdty,HO1 Comdty,NG1 Comdty,CL1 Comdty,HG1 Comdty,GC1 Comdty,PA1 Comdty,PL1 Comdty,SI1 Comdty,LX1 Comdty,LN1 Comdty,QC1 Comdty,KC1 Comdty,C 1 Comdty,CT1 Comdty,W 1 Comdty,BO1 Comdty,O 1 Comdty,SB1 Comdty,S 1 Comdty,LB1 Comdty,CF1 Index,Z 1 Index,IB1 Index,PT1 Index,ES1 Index,GX1 Index,SM1 Comdty,NQ1 Index,NK1 Index,DM1 Index,OI1 Index,TP1 Index,QC1 Index,FA1 Index,NZ1 Index,KM1 Index,XP1 Index
11/21/2011,104.56,781.84,218.47,73.456,153.05,402.23,2148.04,633.1,1839.38,41.657,2142.07,22088.13,1314,608.98,810.875,90.19,1852.5,50.87,142.125,45.3,670.6875,246.5,1996.1,3801.9,5066.3,551.54,1155.72,6036.71,116.49,2372.54,6700,10612.71,424.02,565.4,633.92,849.57,8548.04,239.93,3292.3
11/22/2011,106.51,784.75,221.54,73.518,154.94,405.69,2178.57,649.79,1871.78,44.12,2172.08,21773.19,1313,608.72,811.875,90.9,1834.25,51.79,141.875,44.08,673.625,241.6,1979.6,3788.4,4996.7,550.71,1147.92,5968.11,117.17,2373.34,6668,10540.44,418.99,564.7,634.44,842.19,8587.6,240.24,3263.9
11/23/2011,104.6,779.76,216.08,74.489,152.07,398.96,2170.01,637.84,1856.65,42.695,2144.03,21117.27,1317,604.87,798.1875,90.69,1807.6875,50.32,138.3125,43.42,655.75,236.3,1943.3,3744.5,4882.9,541.83,1125.49,5883.97,113.13,2316.16,6668,10343.11,405.86,564.7,622.19,821.27,8393,234.44,3194.4
11/24/2011,105.19,781.84,216.08,74.489,152.07,398.96,2170.01,637.84,1856.65,42.695,2113.46,21180.5,1318,604.87,798.1875,90.69,1807.6875,50.32,138.3125,43.42,655.75,236.3,1944.3,3734.9,4875.9,537.02,1125.49,5842.17,113.13,2316.16,6531,10343.11,404.02,554,621.67,821.27,8501.37,235.25,3181.7
11/25/2011,103.68,772.7,213.83,75.665,152.92,397.93,2156.86,616.19,1826.63,41.53,2137.58,21035.43,1310,597.55,790.8125,90.65,1791.6875,49.16,138.3125,43.06,646.4375,235.3,1968.2,3754.3,4899.5,537.26,1119.15,5891.47,113.17,2301.66,6547,10299.56,410.15,554.8,622.02,816.11,8375.76,232.66,3145.4
11/28/2011,105.9,781.22,216.9,72.775,155.16,408.54,2190.07,626.26,1834.25,43.066,2188.91,21313.18,1293,585.34,802.1875,91.13,1803.875,49.88,141.6875,43.48,654.875,231.6,2075.2,3863.4,5132.2,545.23,1155.96,6159.97,115.65,2380.59,6651,10586.77,426.13,565,647.37,847.85,8659.07,239.83,3204.6
11/29/2011,107.7,791.61,220.6,74.781,157.61,410.84,2195.69,629.17,1836.51,42.676,2190.03,21149.51,1265,584.7,811.5625,92.52,1873.8125,50.16,148.1875,44.17,657.25,223,2086.3,3873.3,5129,549.88,1161.08,6221.07,115.17,2370.93,6796,10648.84,425.19,574.9,649.82,850.18,8563.86,245.73,3248.9
11/30/2011,107.82,794.93,219.98,73.246,158.52,433.25,2235.8,659.7,1860.62,43.817,2318.49,21707.47,1249,608.72,814.9375,90.69,1867.75,50.24,154.1875,44.55,660.875,218.2,2173.7,3994.1,5340.5,573.77,1209.36,6528.69,116.85,2459.79,6740,11083.35,442.1,572.1,688.99,889.7,8594.68,243.74,3233.1
12/01/2011,106.57,779.76,216.25,75.232,158.32,428.23,2222.39,678.65,1857.41,43.757,2286.52,20757.69,1245,605.64,806.1875,91.08,1868.5,50.44,154.1875,44.36,659,219.6,2157.5,3995.2,5326.4,568.46,1207.17,6482.07,115.57,2475.1,6892,11054.63,439.59,582.4,675.7,885.76,8826.84,255.18,3331.8
12/02/2011,107.52,783.71,217.59,73.962,159.52,434.35,2237.08,695.5,1847.32,43.659,2294.09,21993.9,1224,589.84,797.8125,91.61,1902.75,51,151.8125,44.1,663.5,227,2182,4035.5,5403.8,565.39,1206.92,6523.33,115.29,2468.65,6932,11052.78,439.49,585.9,682,886.26,9036.15,255.44,3380
12/05/2011,107.38,794.31,217.71,71.444,159.58,438.1,2215.62,696.2,1828.43,43.24,2278.66,22947.41,1211,607.44,792.125,91.99,1860.125,51.04,147.9375,45.28,657.9375,232.8,2206.5,4053.8,5504.1,569.54,1218.14,6563.53,113.17,2492.01,6948,11115.78,442.74,586.7,691.79,897.58,9009.13,256.4,3395.8
12/06/2011,108.34,789.11,219.82,72.12,160.09,433.25,2212.17,722.48,1817.74,43.737,2284.84,22846.97,1200,605.77,799.5,93.58,1864.6875,50.98,146.375,45.47,659.875,230,2192,4057.5,5512.4,564.07,1218.14,6486.89,113.61,2488.25,6868,11157.47,445.72,579.6,684.44,892.33,9009.13,254.32,3357.9
12/07/2011,107.13,787.66,217.06,70.789,158.87,430.89,2228.77,738.15,1816.56,43.58,2262.68,22379.52,1179,590.61,794.5,92.08,1826.6875,51.23,143.5625,43.34,660.75,231,2189.9,4038.4,5460,569.79,1227.16,6438.66,114.05,2489.06,6972,11252.9,440.07,588.3,685.32,897.89,9043.23,255.18,3389.5
12/08/2011,105.82,780.18,213.25,71.363,155.49,424.11,2188.66,727.22,1783.77,42.126,2215.43,22690.79,1168,587.53,804.5,91.82,1816,51.2,145.5,45.38,661.625,232.4,2131.9,3993.4,5336.7,560.83,1199.85,6310.03,113.69,2450.13,6948,11065.75,432.16,585.9,670.45,872.82,8815.06,254.27,3369.8
12/09/2011,106.34,768.75,212.13,68.64,157.17,431.07,2193.01,739.28,1809.31,43.081,2235.28,23061.59,1141,585.21,796.5,90.21,1813,50.34,145.5,44,646.75,239.6,2186.8,4025.3,5472.1,565.14,1222.04,6429.01,110.73,2489.86,6836,11250.12,438.44,579.6,675.88,894.15,8698.85,247.25,3296.3
12/12/2011,104.98,767.09,210.74,67.432,154.63,419.74,2130.93,713.97,1774.75,41.41,2155.6,22874.33,1210,568,796.125,86.95,1807.6875,50.05,147.8125,43.8,649.625,229.7,2130.5,3955.7,5290.6,557.84,1198.88,6222.68,111.77,2459.79,6916,11064.83,426.12,585.1,658.39,877.97,8497.78,251.83,3353.2
12/13/2011,106.94,774.99,213.24,67.985,158.3,417.02,2124.41,715.21,1781.52,41.754,2131.55,22693.89,1256,572.88,796.8125,87.1,1826.6875,49.98,149.125,44.08,653.4375,229.6,2122.9,3989.7,5256.8,552.45,1190.1,6192.66,113.33,2435.09,6860,11020.35,428.67,582.8,666.97,859.98,8567.67,245.88,3293.9
12/14/2011,102.2,752.27,205.89,65.242,150.13,397.27,2027.08,667.24,1702.41,38.649,2056.06,21570.95,1214,560.16,778.375,84.91,1766.5625,49.12,145.625,42.87,642.625,224.7,2053.5,3910.7,5174.3,541.99,1176.45,6103.16,112.85,2393.21,6820,10897.13,415.21,580.4,657.87,845.43,8482.02,244.86,3290
12/15/2011,101.56,746.43,205.41,65.037,148.44,395.87,2014.68,668.37,1679.73,39.102,2056.34,22184.82,1189,559.52,776.0625,86.08,1762,49.68,144.0625,42.78,649.125,232,2068.3,3934.8,5217.8,540.67,1181.81,6169.62,112.85,2387.57,6716,10952.72,422.16,569.8,661.01,853.11,8465.27,239.22,3252
12/16/2011,101.32,743.09,203.86,64.975,147.93,403.63,2041.13,673.59,1691.49,39.632,2080.95,22996.49,1168,552.71,781.4375,86.08,1775.75,50.26,145.1875,43.4,659.6875,235.2,2050.4,3927.1,5180.1,545.98,1181.08,6131.03,115.69,2397.78,6740,10911.96,424.64,568.6,655.76,860.39,8263.23,241.91,3266.3
12/19/2011,101.36,738.09,202.38,64.341,148.41,400.9,2039.59,665.19,1687.45,38.567,2046.84,22781.32,1145,563.89,805.5625,86.88,1824.375,49.74,148.0625,43.42,663.9375,237.1,2055.2,3898.6,5213,540.09,1169.37,6081.73,116.87,2376.03,6659,10842.47,420.74,563.9,651.75,845.43,8227.54,234.85,3197.5
12/20/2011,104.42,749.97,207.38,64.894,153.44,408.29,2066.29,676.93,1710.13,39.452,2078.99,23381.55,1194,572.49,813.5625,86.59,1848.75,50.08,148.875,44.17,668.375,245,2111.9,3939.6,5350.1,549.54,1205.46,6270.37,117.93,2434.29,6684,11146.35,434.18,565,670.59,875.25,8099.99,236.17,3191.2
12/21/2011,105.44,756.64,211.62,65.467,155.7,411.32,2061.18,682.85,1708.83,39.068,2060.82,23513,1224,565.04,826.3125,86.63,1876.875,50.13,149.875,43.85,673.4375,242.2,2094.2,3912.9,5298.9,550.71,1205.7,6216.24,119.35,2404.49,6772,11139.87,431.06,571,666.4,877.87,8376.26,244.05,3248.1
12/22/2011,105.59,763.73,211.46,65.631,157.04,413.87,2057.35,704.71,1699.92,38.798,2059.98,23168.24,1206,568.9,827.625,87.03,1891.3125,51.13,149.75,44.08,678.375,241,2121.9,3966.7,5352.6,558.26,1218.14,6281.09,119.16,2427.84,6716,11213.06,438.53,567,679.32,886.06,8447.47,243.95,3226
12/23/2011,105.67,759.77,210.3,64.423,157.24,420.41,2051.47,717.47,1703.48,38.848,2065.57,22933.86,1200,564.4,830.3125,87.03,1892.0625,51.71,150,44.36,678.8125,243.1,2143.3,4009.2,5400,560.33,1229.11,6308.96,118.56,2446.91,6716,11318.68,443.32,567,686.31,890.2,8399.37,247.15,3263.9
12/26/2011,105.67,759.77,210.3,64.423,157.24,420.41,2051.47,717.47,1703.48,38.848,2065.57,22933.86,1200,564.4,830.3125,87.03,1892.0625,51.71,150,44.36,678.8125,243.1,2143.3,4009.2,5400,560.33,1229.11,6308.96,118.56,2446.91,6780,11318.68,443.32,570.2,686.31,890.2,8516.47,245.73,3263.9
12/27/2011,106.95,768.11,211.49,64.484,159.81,413.08,2038.06,717.85,1707.88,38.388,2065.57,22933.86,1200,572.62,848.75,87.69,1961.25,52.57,153.25,44.4,700.25,246.8,2144.7,4009.2,5396.1,560.33,1229.11,6330.93,122.86,2453.35,6780,11320.53,444.14,570.6,682.81,892.93,8448.17,242.78,3263.9
12/28/2011,105.44,762.48,210.43,63.891,156.74,407.81,1997.95,696.9,1653.83,36.377,2013.57,22188.54,1185,582.64,861.1875,90.46,1981.0625,52.5,152.5,43.49,699.375,256.7,2120.5,4009.9,5284.2,550.87,1213.75,6206.6,123.81,2426.5,6756,11192.68,439.28,567.4,676.69,878.68,8380.92,242.27,3212.5
12/29/2011,105.92,764.15,211.8,62.003,157.23,408.35,1968.32,671.71,1623.43,36.485,2038.45,22544.46,1163,576.22,855.125,91.41,1962.8125,51.86,147.4375,44.21,693,249.3,2161.9,4033.3,5376.3,556.6,1226.43,6253.76,122.51,2445.56,6732,11318.68,443.45,568.6,681.41,890.2,8281.91,242.57,3188
12/30/2011,105.28,765.4,211.37,61.212,155.93,416.35,2001.6,706.6,1668.68,37.286,2053.27,23191.81,1177,582.9,866.5,91.58,1985.625,52.76,149.125,43.81,699.25,247.1,2186.1,4053.4,5417.2,563.32,1221.55,6323.97,123.41,2442.61,6780,11256.6,445.24,573.7,690.15,886.77,8213.78,242.57,3175.4
01/02/2012,105.28,765.4,211.37,61.212,155.93,416.35,2001.6,706.6,1668.68,37.286,2053.27,23191.81,1177,582.9,866.5,91.58,1985.625,52.76,149.125,43.81,699.25,247.1,2225.5,4053.4,5517.6,563.32,1221.55,6509.93,123.41,2442.61,6780,11256.6,450.41,573.7,698.53,886.77,8237.78,243.24,3175.4
01/03/2012,109.87,789.37,220.31,61.333,162.46,427.56,2044.71,714.51,1701.46,39.5,2090.45,23426.19,1164,583.8,882.625,95.57,1998.5625,53.46,143.8125,46.09,710.6875,251,2240.3,4138.8,5540.6,576.18,1240.57,6616.58,125.82,2487.18,6780,11430.78,455.57,573.7,710.37,894.55,8476.32,251.11,3216.5
01/04/2012,111.62,801.46,224.24,63.464,162.87,416.17,2060.53,703.8,1694.1,38.865,2080.95,23295.98,1147,582.52,882.625,95.68,1977.25,53.38,141.1875,45.92,712.125,244.3,2205.8,4123.4,5442.1,575.68,1241.55,6562.46,126.37,2500.87,6844,11447.46,451.47,584,702.58,893.64,8434.05,249.28,3286.8
01/05/2012,110.69,804.79,220.84,61.232,160.66,415.2,2069.84,693.94,1684.24,39.131,2040.53,23149.74,1136,564.14,862.5,94.51,1914.125,52.4,139.75,43.49,699.9375,251.3,2175,4090.8,5279.1,575.85,1241.55,6544.77,123.45,2512.42,6820,11424.3,454.13,579.6,700.66,895.16,8430.96,249.49,3267
01/06/2012,111.13,801.04,222.86,62.876,160.31,416.23,2065.63,661.21,1672.6,38.312,2063.11,23247.64,1139,569.8,862.5,95.63,1900.4375,51.45,138.4375,43.8,692.6875,249.9,2165,4103.6,5249.7,573.11,1242.77,6496,123.14,2526.11,6732,11403.91,452.74,575.3,700.66,898.9,8453.46,245.93,3223.6
01/09/2012,110.65,800.62,223.18,61.902,159.9,413.93,2054.4,665.35,1698.02,38.445,2090.7,23675.22,1218,570.05,873.875,96.2,1952.125,52.67,142.375,43.89,713.8125,247.3,2160.5,4081.3,5247.8,575.1,1243.98,6460.63,127.51,2520.2,6732,11429.85,448.57,575.3,696.32,902.23,8423.64,242.93,3217.3
01/10/2012,111.28,812.09,225.05,60.278,161.35,425.68,2084.5,684.04,1739.59,39.824,2148.4,24170.96,1317,580.59,873.875,96.72,1946.0625,52.84,144.1875,43.85,713.25,249.9,2217.9,4149.4,5389.1,580.99,1254.23,6612.83,127.12,2538.19,6756,11478.96,456.96,577.3,707.85,914.36,8628.9,247.76,3256.8
01/11/2012,110.39,809.8,222.53,56.889,159.23,429.68,2094.96,695.29,1778.9,39.924,2154.81,24100.31,1332,603.59,873.25,96.63,1949.875,52.23,143.8125,44.52,696.5,246.6,2213,4111.7,5361,580,1256.42,6588.72,123.29,2541.95,6764,11477.1,454.38,577.7,704.35,918.41,8634.02,246.59,3293.9
01/12/2012,109.4,811.89,221.58,55.549,156.42,442.16,2105.29,690.55,1781.75,40.237,2189.65,24374.21,1318,601.02,819.625,95.46,1840.375,51.8,136.9375,43.72,684.625,251,2210.3,4111.7,5359.7,582.4,1259.83,6628.91,121.05,2554.3,6724,11500.27,459.44,572.5,708.89,919.62,8595.37,248.06,3280.5
01/13/2012,108.71,795.99,219.68,55.062,155.75,440.71,2083.48,683.87,1768.33,39.433,2181.57,24286.22,1289,578.79,803.5,95.24,1832,50.62,136.125,44.66,670.5625,250.4,2207.9,4087.1,5382.1,580.16,1257.15,6575.32,118.84,2548.93,6820,11478.96,453.93,579.6,702.94,916.49,8645.67,250.81,3302.6
01/16/2012,109.71,801.43,219.68,55.062,155.75,440.71,2083.48,683.87,1768.33,39.433,2181.57,24063.13,1263,578.79,803.5,95.24,1832,50.62,136.125,44.66,670.5625,250.4,2226.8,4112,5392.9,578.34,1257.15,6673.93,118.84,2548.93,6724,11478.96,455.12,571,708.17,916.49,8668.61,247.91,3261.5
01/17/2012,109.97,797.66,220.65,51.307,158.88,451.92,2115.11,705.9,1815.72,40.252,2225.6,24180.87,1283,578.53,809.5625,97.95,1839.625,51.1,138.1875,44.66,685.1875,242,2257.9,4137.3,5454.3,579.17,1257.39,6782.19,122.39,2566.38,6796,11506.75,457.14,577.7,715.16,916.99,8822.43,253.66,3307.3
01/18/2012,109.11,790.55,219.03,51.064,158.71,454.7,2120.47,719.9,1811.69,40.797,2226.44,24146.17,1282,577.76,795.5,97.29,1801.5625,50.73,136.9375,44.9,685.1875,242.9,2254.8,4138.8,5379.5,583.4,1270.07,6815.41,122.98,2599.4,6860,11584.57,455.56,579.2,716.56,930.23,8790.66,253,3312.1
01/19/2012,109.95,790.97,220.65,47.958,158.36,460.52,2113.58,730.56,1803.02,40.751,2257.66,25021.15,1311,582.39,812.25,97.93,1842.625,51.39,141.0625,45.79,693,241.2,2298,4176.1,5496.5,585.47,1278.12,6878.65,124.44,2604.5,6940,11661.47,457.17,584.4,724.58,939.13,8905.29,256.71,3316
01/20/2012,108.26,781.97,217.11,48.547,154.88,453.79,2125.83,727.65,1820,42.309,2239.26,25338.42,1270,579.17,819.625,98.36,1857.0625,50.76,141.875,46.32,687.1875,240.3,2294.2,4164.7,5469,586.55,1278.36,6874.37,122.94,2614.71,7021,11723.54,453.71,593.8,720.5,938.92,8961.68,261.48,3333.4
01/23/2012,108.96,786.16,218.47,52.363,156.78,460.28,2144.06,741.81,1854.21,43.103,2291.94,25159.95,1265,563.89,831,99.13,1885.25,51.76,142.375,46.53,704.875,241.1,2306.6,4201,5515,593.19,1278.61,6899.55,126.53,2614.97,7037,11719.84,456.16,596.6,727.82,938.92,8961.42,261.48,3312.1
01/24/2012,108.55,789.5,219.31,52.789,155.88,461.37,2126.59,732.87,1843.87,42.709,2365.52,25552.83,1351,566.46,844.75,97.94,1927.0625,51.69,141.875,46.46,706.3125,235.3,2293.5,4176.1,5490.1,585.8,1279.1,6877.05,127.51,2617.66,7053,11697.6,451.58,597.4,720.66,943.07,9086.55,261.48,3312.1
01/25/2012,108.3,789.5,218.97,56.198,156.57,464.03,2172,746.66,1876.18,44.24,2422.1,25923.39,1355,558.1,850.4375,96.68,1950.625,51.73,143.6875,45.92,702.5625,238.7,2286.9,4156,5467.1,592.86,1287.63,6880.8,126.57,2642.36,7117,11755.04,452.44,604.1,715.43,952.17,9135.46,263.87,3349.2
01/26/2012,109.15,792.22,221.46,53.865,157.06,472.76,2206.3,747.84,1920.37,45.071,2454.99,26748.8,1355,564.53,850.4375,95.36,1987.875,52.28,144.9375,46.26,707.9375,240.9,2321.4,4213.1,5565.5,588.54,1282.75,7012.1,127.55,2634.57,7101,11751.34,457.96,602.1,730.42,946,9135.46,264.33,3358.7
01/27/2012,109.67,799.13,222.53,55.935,156.86,471.24,2213.32,743.21,1927.73,45.134,2391.44,26870.25,1335,558.49,860.125,95.38,1968.875,51.93,143.9375,45.31,705.75,237.5,2293.1,4169.1,5531.6,589.12,1280.07,6991.73,127,2637.79,7085,11686.49,457.07,600.5,727.45,950.45,9197,264.53,3357.9
01/30/2012,109.01,797.45,220.97,54.901,155.62,463.67,2212.04,741.44,1919.77,44.784,2362.46,26375.75,1275,556.56,846.75,93.92,1961.25,50.58,140.6875,44.58,686.1875,238.2,2253.8,4118.2,5445.3,587.88,1276.66,6914.56,123.26,2643.97,7061,11675.37,451.26,597.8,718.03,945.09,9025.1,261.54,3354
01/31/2012,109.23,794.73,221.84,51.431,155.19,459.25,2219.7,739.13,1886.28,44.432,2341.27,25808.13,1281,552.89,856.4375,93.02,2025.9375,51.2,143.5625,44.2,694.1875,248.2,2281.1,4132.9,5434.5,587.55,1275.93,6933.32,125.86,2646.39,7069,11652.21,454.34,596.2,720.29,944.99,9216.66,262.55,3338.9
02/01/2012,109.74,800.59,221.73,49.423,153.84,465.55,2231.3,750.25,1927.97,45.164,2368.31,25950.66,1237,550.6,860.5,93.16,2051,51.51,146.9375,44.16,703.5625,254,2324.2,4208.7,5555.3,589.79,1287.14,7086.59,127.04,2671.35,7053,11722.62,462.81,596.6,742.78,962.07,9289.44,262.55,3312.9
02/02/2012,110.22,794.52,222.14,52.932,151.88,458.16,2243.8,762.01,1935.93,45.653,2328.17,25824.24,1242,554.28,861.8125,93.98,2016,51.52,148.4375,43.83,704.5625,252.8,2330.8,4209.4,5601.9,591.78,1290.07,7140.72,127.47,2675.65,7117,11734.66,463.15,602.1,743.3,963.99,9307.44,266.36,3349.2
02/03/2012,112.73,803.94,226.66,52.191,154.22,472.76,2219.57,763.3,1938.3,45.087,2394.23,26354.68,1287,555.17,863.8125,96.1,2009.9375,51.99,151.4375,44.5,713.5625,262.5,2362.2,4287.8,5665.9,594.1,1305.92,7254.34,129.52,2709.48,7093,11852.32,468.69,599.3,752.19,978.04,9436.76,264.79,3335.8
02/06/2012,114.1,826.74,230.27,53.381,152.93,468.27,2199.93,760.24,1935.81,45.088,2366.08,26830.59,1264,562.27,863.5,96.07,2027.125,52.5,157.5625,45.44,713.8125,272.5,2351.5,4280.1,5642.8,592.28,1305.92,7252.73,129.09,2712.43,7141,11836.57,469.16,604.8,747.63,977.13,9468.45,264.69,3362.7
02/07/2012,114.27,832.18,231.41,51.236,155.15,469.67,2229.9,763.67,1965.5,45.685,2355.21,26955.77,1261,567.21,860.8125,94.34,2004.75,52.51,157.9375,45.13,713.25,269.4,2357,4277.1,5657.6,591.61,1311.52,7244.69,128.26,2716.19,7141,11887.53,466.57,608.4,749.72,982.29,9448.96,265.45,3355.5
02/08/2012,115.09,828.83,231.5,50.651,155.59,473.73,2208.09,770.98,1981.3,45.03,2350.19,26575.29,1259,564.55,861.1875,93.47,1993.5625,52.92,158.0625,45.25,713,265.6,2357,4267.3,5655.6,588.46,1313.72,7233.97,126.8,2732.84,7222,11898.65,469.9,616.4,749.71,983.8,9509.54,268.73,3363.4
02/09/2012,116.48,834.06,233.05,51.392,157.38,482.09,2220.72,766.04,1980.7,45.315,2399.72,26603.75,1244,553.52,853.8125,90.23,1954.0625,52.88,153.25,45.38,710.6875,271.5,2364.9,4282.6,5685.7,588.54,1314.94,7276.85,126.53,2750.29,7222,11897.72,475.6,617.6,751.62,984.41,9596.71,269.74,3361.9
02/10/2012,115.21,834.06,231.28,51.782,155.48,467.97,2200.44,757.12,1971.44,44.898,2307.9,25589.09,1207,551.36,846.75,90.41,1902.5625,52.87,153.25,45.56,711.5,271,2329.4,4250.4,5626.2,583.07,1307.38,7178.77,126.13,2736.86,7189,11828.24,476.8,615.2,743.94,974.2,9529.99,266.81,3332.6
02/13/2012,115.84,835.11,230,51.08,159.02,465.24,2199.93,752.23,1959.44,45.055,2302.61,25398.54,1223,544.26,857.125,90.88,1927.9375,53.4,156.625,45.54,724.8125,275.4,2335.9,4285.6,5619.8,582.73,1315.67,7215.22,130.27,2757.54,7214,11891.24,475.24,617.2,748.63,982.79,9568.18,268.08,3354
02/14/2012,115.8,831.33,230.36,52.64,158.69,462.21,2190.74,740.09,1933.67,44.556,2255.31,24903.58,1257,522.83,850.5,91.18,1905.5625,53.36,157,44.75,726.3125,266.4,2331.1,4287.4,5604.5,582.9,1314.45,7216.29,129.96,2766.4,7262,11895.87,473.65,620.3,745.32,983.7,9609.01,267.32,3325.5
02/15/2012,117.26,842.48,232.33,51.002,160.36,460.64,2204.01,736.17,1945.78,44.639,2230.54,24805.83,1318,513.7,841.125,91.8,1890.6875,53.69,158.625,45.12,729.875,263,2342.2,4302.4,5586.6,580.98,1309.09,7253.27,130.97,2746.53,7440,11824.53,480.05,632.7,754.71,980.97,9809.17,270.8,3334.2
02/16/2012,118.31,842.27,233.96,52.893,161.14,459.37,2204.39,750.14,1931.41,44.59,2193.25,24589.29,1308,510.28,852.8125,92.03,1894.375,53.41,158.75,45.42,727.75,261.4,2342.2,4290.9,5470.8,588.48,1321.33,7231.87,130.35,2785.27,7400,11924.22,481.52,629.9,758.04,994.75,9786.26,267.07,3272
02/17/2012,117.85,841.43,232.71,55.057,162.65,449.31,2201.2,741.06,1940.68,44.383,2156.8,24249.01,1273,513.19,860.125,90.99,1931.6875,53.78,159.75,45.5,732.75,263.2,2374.7,4306.1,5535.8,585.82,1326.23,7333.5,130.97,2772.9,7545,11979.18,480.46,639.5,766.52,995.16,9876.77,271.51,3291.6
02/20/2012,118.41,850.47,232.71,55.057,162.65,449.31,2201.2,741.06,1940.68,44.383,2196.87,24406.15,1283,513.19,860.125,90.99,1931.6875,53.78,159.75,45.5,732.75,263.2,2397.5,4334.9,5637.4,585.82,1326.23,7443.14,130.97,2772.9,7594,11979.18,487.2,645,775.39,995.16,9876.77,271.76,3354.7
02/21/2012,119.9,852.16,236.92,54.063,166.86,464.85,2242.78,765.45,2001.25,46.007,2248.07,24993.91,1319,522.58,844.5,91.3,1898.875,54.43,158.25,46.84,734.625,259.8,2393,4327.9,5600.1,594.07,1326.72,7413.19,130.04,2782.31,7610,11993.16,485.99,646.2,770.77,991.11,9944.55,271.61,3375.1
02/22/2012,120.86,861.42,239.14,54.102,166.9,464.61,2259.11,773.02,2043.89,45.778,2292.32,24833.05,1337,511.93,854.8125,88.91,1925.6875,54.59,155.75,47.3,735.625,264.3,2381.6,4319.8,5532.5,597.73,1322.55,7341.52,130.47,2769.13,7667,11966.14,487.27,651.8,764.01,985.33,9767.12,271.76,3376.7
02/23/2012,121.62,866.89,240.97,53.829,169.2,461.16,2278.24,773.83,2046.51,47.522,2271.72,24708.08,1287,512.43,856.5,87.63,1911.5625,54.57,156.375,47.58,738.375,266.6,2380.6,4331.2,5441.2,598.23,1329.16,7302.48,131.05,2792.81,7683,12019.25,484.37,652.6,764.18,995.16,9725.59,269.09,3366.5
02/24/2012,123.51,867.31,242.65,52.542,172.22,467.93,2265.61,765.72,2037.12,47.234,2308.45,24923.38,1282,516.36,858.5,88.53,1912.3125,54.63,155.125,48.27,740.25,271.1,2396.1,4331.2,5450.2,598.82,1329.65,7361.85,131.4,2793.61,7739,12008.07,489.31,659,767.2,994.55,9635.08,270.4,3389.3
02/27/2012,122.28,869.2,240.45,50.749,170.4,470.23,2263.57,759.91,2036.41,47.479,2327.38,24893.68,1307,518.9,864.4375,89.04,1946.5625,54.84,155,48.91,749.3125,269,2377.5,4316.8,5454.7,598.73,1333.57,7357.57,134.3,2800.61,7715,12015.52,490.79,658.2,762.93,995.06,9373.72,266.41,3374.4
02/28/2012,119.69,861.42,235.85,49.158,167.25,474.16,2280.89,775.81,2047.79,49.614,2356.32,24423.48,1290,523.09,876.125,90.59,1992.8125,54.78,156.5,48.48,755.0625,267.7,2386.8,4322.3,5434.1,600.15,1337.49,7386.45,136.52,2826.44,7836,12041.61,493.23,665,768.6,992.93,9554.4,268.83,3364.1
02/29/2012,120.61,844.79,234.81,50.711,168.06,469.08,2182.59,760.99,2011.76,46.197,2341.29,23777.56,1265,515.48,877.125,88.82,1992.0625,54.45,156.875,47.87,759.375,265.8,2383,4285,5392.9,595.65,1330.63,7346.87,137.93,2816.75,7796,11986.64,492.2,657,768.25,986.75,9554.31,271.66,3388.5
03/01/2012,123.99,850.9,239.81,48.26,170.79,475.37,2196.59,769.96,2022.07,47.555,2330.72,24072.06,1275,517.63,871.8125,88.06,1980.125,54.25,154.25,47.57,760.8125,270.7,2417.2,4330.1,5452.8,601.9,1340.43,7431.38,138.95,2838.55,7796,12019.25,490.66,657,769.65,997.19,9471.77,271.66,3357.8
03/02/2012,121.66,852.58,234.93,48.653,167.51,471.92,2180.8,765.45,2011.05,46.041,2347.13,24044.84,1267,511.8,873.125,86.65,2011.4375,54.06,152.5,47.78,766.8125,275.5,2417.2,4317.9,5459.2,596.82,1335.04,7421.75,140.36,2839.08,7836,12014.59,491.23,660.2,771.07,985.94,9469.67,272.37,3380.7
03/05/2012,121.98,856.16,236.06,46.258,167.53,466.66,2173.29,759.43,1976.43,44.934,2308.18,23542.46,1241,511.55,880.8125,90.58,2004,53.71,153.75,47.24,762.25,270.6,2408.2,4290.2,5391.6,592.57,1330.63,7362.91,140,2809.49,7780,12009.93,484.26,655.4,764.31,985.33,9347.86,270.25,3372.8
03/06/2012,120.47,849.42,234.08,46.071,164.45,451.91,2132.8,721.46,1916.1,43.718,2224.7,23134.12,1251,489.61,871.8125,89.78,1961.5,53.26,151.625,46.03,768.125,268.5,2322.8,4214.9,5205.7,578.4,1308.6,7137.74,143.01,2780.7,7739,11807.76,469.8,652.2,736.61,964.15,9231.46,267.22,3327.1
03/07/2012,122.59,849.84,236.46,44.91,166.7,455.48,2147.82,736.23,1934.47,44.787,2227.76,23324.68,1250,478.32,851.5,88.5,1906.3125,52.96,148.875,45.79,763.25,267.5,2342.9,4237,5202.4,580.32,1319.37,7155.92,142.47,2801.68,7691,11899.06,475.73,648.6,740.31,974.08,9244.02,265.55,3272
